Hours_Studied,Attendance,Parental_Involvement,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score,Study_Efficiency,Wellness_Index
15,87,High,4,80,High,0,Low,Medium,Private,3,No,College,Male,67,1305,6.0
33,77,Low,5,85,Medium,0,Low,Medium,Private,5,No,High School,Female,69,2541,12.5
14,96,Medium,9,69,High,0,Medium,Medium,Private,3,Yes,College,Female,66,1344,13.5
13,94,Medium,7,91,Low,3,Low,Medium,Public,3,No,High School,Male,68,1222,10.5
27,81,Medium,7,77,Medium,2,Medium,Low,Public,2,Yes,Postgraduate,Female,69,2187,7.0
25,88,Medium,7,70,Low,1,Medium,Medium,Private,3,No,Postgraduate,Male,70,2200,10.5
24,95,Medium,8,86,High,1,Medium,High,Private,3,No,College,Male,74,2280,12.0
24,80,Medium,7,96,High,0,Low,High,Public,0,No,College,Female,70,1920,0.0
20,73,Medium,7,91,Low,1,Medium,High,Public,2,No,Postgraduate,Male,66,1460,7.0
15,90,High,8,97,Medium,1,Low,High,Private,3,No,College,Female,69,1350,12.0
20,69,Medium,6,63,Low,0,Low,Medium,Public,3,No,Postgraduate,Male,64,1380,9.0
16,76,Low,8,56,Medium,1,Low,Medium,Public,1,No,High School,Male,62,1216,4.0
26,95,Low,7,77,Medium,0,Medium,Medium,Public,3,No,High School,Female,70,2470,10.5
19,89,High,7,52,Medium,2,Medium,Medium,Public,4,No,High School,Male,68,1691,14.0
15,76,Medium,6,84,Low,0,Medium,High,Public,3,No,College,Female,65,1140,9.0
18,69,High,7,62,Low,3,Medium,Medium,Public,3,No,High School,Male,65,1242,10.5
22,74,High,6,73,Low,3,High,High,Public,4,No,Postgraduate,Female,71,1628,12.0
17,71,High,9,83,Low,2,Medium,Medium,Public,5,No,High School,Male,66,1207,22.5
15,67,Medium,4,74,Medium,0,Low,Medium,Public,3,No,College,Male,61,1005,6.0
21,90,Low,8,62,Low,2,Medium,High,Public,5,Yes,High School,Male,67,1890,20.0
21,70,Low,4,94,Medium,0,Low,High,Private,2,No,College,Male,65,1470,4.0
17,78,Medium,8,88,Medium,0,Low,Medium,Public,3,No,High School,Female,65,1326,12.0
17,75,Medium,6,80,Medium,1,Low,Medium,Private,5,No,High School,Male,65,1275,15.0
11,76,Medium,7,71,Medium,1,Medium,Low,Public,2,No,College,Male,62,836,7.0
12,63,Medium,5,69,Low,0,Medium,High,Public,2,No,College,Female,60,756,5.0
16,64,Low,9,58,Low,1,Medium,Medium,Public,3,No,College,Female,61,1024,13.5
19,84,Low,8,90,High,2,Low,Medium,Private,3,No,Postgraduate,Male,67,1596,12.0
22,84,High,8,69,Medium,3,Medium,High,Private,4,No,College,Male,70,1848,16.0
29,77,Low,6,85,Medium,1,Medium,Medium,Public,1,No,College,Male,69,2233,3.0
25,77,Medium,8,65,High,0,Medium,Medium,Public,5,No,College,Female,66,1925,20.0
19,62,Medium,5,90,Low,2,Low,High,Public,3,No,College,Male,64,1178,7.5
20,81,High,4,55,Medium,1,High,Medium,Private,2,No,Postgraduate,Male,68,1620,4.0
14,80,High,5,81,Medium,1,Low,Medium,Public,4,No,Postgraduate,Female,67,1120,10.0
20,66,Medium,6,90,High,0,Medium,Medium,Public,1,No,College,Female,64,1320,3.0
18,64,Medium,6,83,High,2,Low,Medium,Public,2,No,College,Male,65,1152,6.0
22,65,Low,6,85,Medium,2,High,Medium,Public,3,Yes,Postgraduate,Female,66,1430,9.0
15,64,Medium,6,76,High,2,Medium,Medium,Private,4,Yes,High School,Female,63,960,12.0
23,84,High,6,78,Low,2,Low,Low,Public,2,No,High School,Female,68,1932,6.0
29,68,Medium,4,53,Medium,1,Medium,Medium,Private,4,No,High School,Male,66,1972,8.0
19,70,Medium,7,63,Low,3,Low,Low,Public,5,No,High School,Male,63,1330,17.5
22,67,Low,7,86,Low,1,Low,Medium,Public,3,No,High School,Female,63,1474,10.5
24,98,High,6,97,Medium,1,Medium,Medium,Public,4,No,College,Male,74,2352,12.0
18,94,Medium,9,77,Low,1,Medium,High,Public,2,No,College,Male,70,1692,9.0
21,69,High,7,86,Medium,2,Low,Medium,Private,3,No,High School,Male,68,1449,10.5
20,73,Medium,7,84,Medium,0,Medium,Medium,Public,4,No,Postgraduate,Female,66,1460,14.0
21,68,Medium,8,100,Low,0,Medium,Medium,Public,4,No,High School,Male,63,1428,16.0
20,61,Medium,7,81,Medium,1,Medium,Low,Public,3,No,High School,Male,62,1220,10.5
23,87,High,8,56,Medium,1,Medium,High,Public,3,No,Postgraduate,Male,71,2001,12.0
29,81,High,7,68,Medium,2,Medium,Medium,Public,4,No,Postgraduate,Male,72,2349,14.0
26,96,Medium,5,63,Medium,1,High,Medium,Private,2,No,Postgraduate,Male,72,2496,5.0
33,67,Medium,6,93,High,0,Low,High,Public,3,No,High School,Female,68,2211,9.0
15,92,Medium,7,72,Low,1,Medium,Medium,Public,5,No,High School,Female,66,1380,17.5
25,92,Medium,4,77,Medium,0,Low,Medium,Public,3,No,High School,Male,70,2300,6.0
21,65,Medium,5,98,High,2,Low,Medium,Private,4,No,Postgraduate,Male,66,1365,10.0
33,76,Medium,10,92,Low,1,High,Medium,Private,3,No,Postgraduate,Female,72,2508,15.0
15,67,High,8,89,Low,0,High,High,Public,4,No,High School,Female,64,1005,16.0
15,70,High,9,57,Medium,1,Medium,Medium,Private,3,No,High School,Female,63,1050,13.5
16,71,Medium,8,51,Medium,0,Low,Medium,Public,2,No,Postgraduate,Female,61,1136,8.0
7,82,High,8,56,Medium,0,Low,Medium,Private,2,No,High School,Male,62,574,8.0
17,76,Medium,7,87,High,1,Medium,High,Public,4,No,High School,Female,68,1292,14.0
15,98,Low,8,71,Low,1,Medium,Medium,Public,3,No,High School,Male,68,1470,12.0
21,65,Low,9,56,High,1,Medium,Medium,Public,5,No,High School,Male,63,1365,22.5
22,99,Medium,8,87,Low,1,Medium,Medium,Private,4,No,High School,Female,70,2178,16.0
31,69,High,7,60,Medium,1,Low,Medium,Public,3,No,Postgraduate,Female,68,2139,10.5
26,91,High,7,79,Medium,1,Low,Medium,Private,5,No,High School,Female,72,2366,17.5
15,66,Low,6,80,Medium,1,Low,Medium,Private,1,No,College,Male,61,990,3.0
23,94,Low,8,100,Medium,0,Low,Medium,Public,3,No,Postgraduate,Male,69,2162,12.0
12,72,Medium,6,72,High,2,Low,High,Private,2,No,High School,Female,61,864,6.0
31,86,High,6,66,Medium,3,Medium,Medium,Public,3,No,College,Male,75,2666,9.0
27,83,High,5,60,Medium,0,High,Low,Public,2,No,College,Female,68,2241,5.0
17,79,Medium,6,75,Low,1,Medium,High,Public,4,No,High School,Male,65,1343,12.0
28,89,Medium,10,97,High,3,Medium,Low,Public,6,No,High School,Female,75,2492,30.0
19,64,Low,6,99,Medium,1,Medium,Medium,Public,3,No,College,Male,64,1216,9.0
27,87,Medium,8,77,Medium,1,Low,High,Public,4,No,High School,Male,70,2349,16.0
10,96,High,6,80,Medium,0,Medium,Medium,Public,4,No,High School,Female,67,960,12.0
16,62,Medium,7,79,Low,2,Medium,Medium,Public,3,No,High School,Male,63,992,10.5
20,66,High,7,73,Medium,1,Medium,Medium,Public,4,No,College,Female,65,1320,14.0
20,89,Medium,4,58,Medium,1,Medium,Medium,Public,3,No,High School,Female,67,1780,6.0
24,76,Low,6,72,High,3,Medium,High,Public,3,Yes,High School,Female,67,1824,9.0
14,65,High,5,59,Low,1,High,Medium,Public,4,No,Postgraduate,Male,63,910,10.0
19,80,Medium,7,94,Medium,0,Medium,Low,Public,3,No,College,Female,66,1520,10.5
21,65,High,7,88,Low,2,Low,Medium,Private,1,No,High School,Male,65,1365,3.5
23,79,Medium,5,81,Medium,1,Medium,Medium,Private,3,No,High School,Female,67,1817,7.5
24,91,Medium,7,52,Low,0,High,High,Public,4,No,College,Male,69,2184,14.0
13,70,High,6,81,Medium,2,Medium,Low,Public,2,No,Postgraduate,Male,66,910,6.0
11,79,Medium,7,81,Medium,1,High,Medium,Public,2,No,High School,Male,64,869,7.0
28,100,High,6,72,Medium,1,Low,Medium,Public,2,No,Postgraduate,Female,73,2800,6.0
22,87,Low,8,83,Low,1,Low,Medium,Public,1,No,College,Male,66,1914,4.0
16,94,Medium,9,93,Low,1,Low,Medium,Public,4,No,Postgraduate,Female,68,1504,18.0
29,77,High,8,88,Low,0,Medium,High,Public,4,No,College,Male,70,2233,16.0
21,91,High,9,74,Medium,2,Low,Low,Private,2,No,High School,Female,69,1911,9.0
20,65,Medium,6,74,Low,0,Medium,Medium,Private,3,No,College,Male,62,1300,9.0
32,68,Medium,8,97,High,1,Low,Medium,Public,2,No,High School,Male,68,2176,8.0
31,76,Medium,9,91,Medium,1,Low,Medium,Private,4,No,Postgraduate,Male,72,2356,18.0
19,94,Low,8,51,Medium,3,Medium,Low,Private,5,No,Postgraduate,Male,69,1786,20.0
26,74,Low,5,89,Low,3,High,High,Private,2,No,High School,Male,66,1924,5.0
24,86,High,6,59,Medium,1,Low,Medium,Public,3,No,High School,Female,70,2064,9.0
28,88,High,8,79,Medium,0,Medium,Medium,Public,3,No,High School,Male,71,2464,12.0
14,83,Medium,7,90,Medium,0,Low,Low,Public,3,No,College,Female,65,1162,10.5
24,74,High,6,78,Medium,3,Low,High,Public,3,No,College,Female,70,1776,9.0
26,83,Low,7,70,High,2,Medium,High,Public,4,Yes,High School,Male,65,2158,14.0
9,74,Medium,7,66,Low,1,High,High,Private,3,No,High School,Female,62,666,10.5
13,63,High,5,65,Medium,2,High,Medium,Private,2,No,High School,Male,62,819,5.0
8,100,High,8,92,Medium,1,Medium,High,Public,3,No,Postgraduate,Female,70,800,12.0
29,95,Medium,9,64,Medium,1,Medium,High,Public,3,No,High School,Female,72,2755,13.5
20,72,High,7,90,Low,0,Low,High,Private,3,No,Postgraduate,Female,66,1440,10.5
30,86,Medium,8,52,Medium,2,Medium,Medium,Public,2,Yes,College,Female,68,2580,8.0
12,73,High,5,60,Medium,1,Low,Medium,Public,4,No,High School,Male,62,876,10.0
10,76,Low,8,76,Medium,2,High,High,Private,3,Yes,Postgraduate,Male,64,760,12.0
20,70,Medium,8,70,Medium,0,Low,Medium,Public,5,No,Postgraduate,Female,65,1400,20.0
20,76,Medium,7,52,Medium,2,Low,High,Private,3,No,High School,Female,64,1520,10.5
12,98,High,8,51,Medium,0,Medium,Low,Public,5,No,Postgraduate,Male,68,1176,20.0
24,62,Medium,6,72,High,2,Low,Low,Public,4,No,High School,Male,64,1488,12.0
22,80,High,7,65,Medium,2,High,Medium,Private,2,No,High School,Female,68,1760,7.0
14,83,Low,9,79,Medium,1,Medium,Low,Public,3,No,High School,Male,64,1162,13.5
17,97,Medium,9,96,High,0,High,Medium,Public,1,No,Postgraduate,Male,71,1649,4.5
14,62,High,8,65,Low,3,Low,Medium,Public,2,No,High School,Male,61,868,8.0
26,94,High,10,54,Low,2,High,Medium,Public,5,No,High School,Male,73,2444,25.0
14,70,High,9,54,Medium,3,Medium,Medium,Public,1,No,College,Male,64,980,4.5
23,95,Medium,7,86,Medium,3,Low,Medium,Public,4,Yes,Postgraduate,Male,72,2185,14.0
15,89,Medium,6,71,Medium,1,Medium,High,Public,4,No,High School,Female,68,1335,12.0
19,97,High,8,64,Medium,2,Low,High,Public,3,No,High School,Male,71,1843,12.0
14,86,Medium,8,90,Medium,3,Medium,Medium,Public,3,Yes,Postgraduate,Male,65,1204,12.0
17,78,Medium,8,98,Low,2,Medium,Medium,Private,2,No,High School,Male,66,1326,8.0
32,97,Medium,5,82,Medium,1,Medium,Medium,Public,3,No,High School,Male,74,3104,7.5
20,79,High,7,87,Low,2,Medium,High,Private,4,Yes,High School,Female,66,1580,14.0
16,61,Medium,8,91,High,2,Medium,High,Public,3,No,College,Male,63,976,12.0
21,88,High,6,90,High,2,High,Medium,Private,4,No,High School,Male,72,1848,12.0
19,79,Medium,7,100,Low,1,High,High,Public,2,No,College,Female,69,1501,7.0
19,65,Medium,9,91,Medium,1,Medium,High,Public,4,No,College,Male,67,1235,18.0
24,69,Low,5,83,Low,3,Low,Medium,Private,3,No,High School,Male,66,1656,7.5
25,63,High,7,69,Medium,0,Low,High,Private,5,No,High School,Female,64,1575,17.5
18,80,Medium,6,65,Medium,2,Low,High,Public,2,No,College,Female,65,1440,6.0
6,93,Medium,7,52,High,0,Medium,Medium,Public,2,No,College,Female,64,558,7.0
11,94,Medium,8,66,High,1,High,Low,Public,4,No,High School,Female,65,1034,16.0
28,85,Medium,7,98,Medium,2,Low,High,Private,1,Yes,High School,Male,72,2380,3.5
30,61,Low,8,90,Medium,2,Low,High,Public,2,No,High School,Female,66,1830,8.0
19,88,Medium,7,59,Medium,2,Low,Medium,Public,3,No,College,Female,66,1672,10.5
23,77,High,7,51,Medium,1,Low,Low,Private,3,No,College,Male,67,1771,10.5
22,83,Medium,8,83,High,1,High,Medium,Private,3,Yes,Postgraduate,Male,69,1826,12.0
27,74,Medium,6,54,Medium,3,Medium,Medium,Public,3,No,College,Female,69,1998,9.0
19,97,Medium,8,98,Medium,1,Low,Medium,Private,4,Yes,High School,Male,68,1843,16.0
14,65,Low,7,81,Medium,1,Low,Medium,Public,3,No,High School,Female,61,910,10.5
10,87,Medium,6,83,Medium,0,Low,Medium,Public,4,No,High School,Male,63,870,12.0
21,60,Medium,8,93,Low,0,Low,Medium,Public,2,No,High School,Female,63,1260,8.0
15,97,Low,9,67,Medium,1,Low,High,Public,2,No,College,Male,68,1455,9.0
11,65,Medium,7,78,Medium,2,Low,Medium,Public,3,No,Postgraduate,Female,63,715,10.5
16,64,High,7,79,Medium,3,Medium,Medium,Private,4,Yes,Postgraduate,Female,66,1024,14.0
14,73,High,5,98,Medium,2,Low,Medium,Public,4,No,High School,Female,65,1022,10.0
30,75,High,7,57,High,0,Low,Medium,Public,1,Yes,College,Female,68,2250,3.5
25,69,Medium,7,88,High,0,Low,Medium,Public,4,No,College,Female,66,1725,14.0
20,83,Low,7,79,Low,2,Medium,Medium,Public,5,No,Postgraduate,Male,66,1660,17.5
29,78,High,6,92,Medium,2,Low,Medium,Private,4,No,High School,Male,70,2262,12.0
20,61,Low,8,92,Medium,0,Medium,Medium,Public,2,No,High School,Female,61,1220,8.0
15,73,Medium,7,51,Medium,2,Low,High,Private,3,No,High School,Male,61,1095,10.5
29,92,Medium,10,63,High,1,Low,High,Private,4,No,High School,Male,71,2668,20.0
23,88,Low,7,59,Medium,1,Medium,Medium,Public,2,No,High School,Male,67,2024,7.0
14,89,High,4,73,Medium,2,Medium,High,Public,3,No,College,Male,70,1246,6.0
19,88,High,5,95,Medium,2,Low,Medium,Private,4,No,College,Male,69,1672,10.0
15,72,High,8,50,Medium,2,Medium,Medium,Public,4,No,High School,Female,65,1080,16.0
12,64,High,6,74,High,0,Medium,Medium,Public,2,No,High School,Male,61,768,6.0
26,71,Medium,6,94,Low,3,Low,Medium,Public,4,No,Postgraduate,Male,68,1846,12.0
31,93,High,5,96,Medium,2,Low,Medium,Public,2,No,High School,Male,74,2883,5.0
12,99,Medium,6,83,Low,1,Medium,Medium,Public,3,No,High School,Female,67,1188,9.0
16,60,Low,8,66,Low,1,High,High,Private,2,Yes,High School,Female,59,960,8.0
17,66,High,5,64,Low,0,Medium,High,Private,2,No,College,Male,64,1122,5.0
16,73,High,8,52,Medium,2,Medium,High,Public,4,No,College,Female,66,1168,16.0
15,83,Low,5,75,Medium,1,Medium,Medium,Public,3,No,High School,Female,63,1245,7.5
20,63,Low,8,73,Low,0,High,Medium,Public,3,No,College,Female,61,1260,12.0
15,98,Low,8,69,Low,2,Low,Medium,Public,4,No,High School,Female,68,1470,16.0
22,75,Medium,6,56,Low,3,Medium,Medium,Private,3,No,High School,Male,65,1650,9.0
20,97,Medium,5,62,Medium,1,Medium,Medium,Private,4,No,High School,Male,69,1940,10.0
19,91,High,8,60,Medium,2,Low,Medium,Private,4,No,High School,Male,68,1729,16.0
15,90,Medium,6,97,Low,2,High,High,Public,2,No,High School,Male,69,1350,6.0
17,84,Medium,7,98,High,1,Low,High,Public,2,No,College,Female,67,1428,7.0
25,85,High,8,50,High,1,High,Medium,Public,1,No,College,Female,70,2125,4.0
23,86,Medium,8,59,Low,1,Low,Medium,Public,3,No,Postgraduate,Female,68,1978,12.0
14,85,Medium,6,94,Low,0,High,Medium,Public,4,No,College,Male,67,1190,12.0
25,99,High,6,97,High,0,Medium,Medium,Public,3,No,College,Male,75,2475,9.0
10,89,Low,8,69,Low,3,Low,Medium,Public,4,No,College,Male,63,890,16.0
23,91,Low,9,77,High,1,Low,Medium,Public,5,No,High School,Male,70,2093,22.5
16,95,Medium,6,88,Low,2,High,High,Public,4,No,High School,Female,70,1520,12.0
23,69,Medium,7,62,Medium,1,Medium,Medium,Public,4,Yes,High School,Male,64,1587,14.0
15,63,Medium,8,55,Low,0,Medium,Low,Public,3,No,College,Female,59,945,12.0
9,79,Medium,7,90,High,1,High,Low,Public,3,No,High School,Male,63,711,10.5
10,81,High,8,99,Medium,2,Medium,Medium,Public,4,No,Postgraduate,Female,67,810,16.0
20,93,Low,7,83,Medium,0,Medium,Medium,Private,2,Yes,High School,Male,68,1860,7.0
22,78,Medium,5,91,Low,0,Medium,High,Private,3,No,Postgraduate,Male,68,1716,7.5
24,81,Medium,9,61,Medium,1,Low,Low,Public,4,No,College,Female,66,1944,18.0
10,62,Medium,7,68,High,3,Medium,Medium,Public,3,No,Postgraduate,Male,61,620,10.5
20,85,High,9,61,High,2,High,Medium,Public,3,No,College,Male,70,1700,13.5
13,93,Low,4,53,High,1,Medium,Low,Public,1,No,Postgraduate,Male,65,1209,2.0
16,66,Low,8,87,High,3,Medium,Medium,Public,2,No,High School,Female,64,1056,8.0
20,84,Medium,6,57,High,2,Medium,Medium,Public,4,No,High School,Female,69,1680,12.0
15,84,Medium,6,55,Low,1,Medium,Medium,Private,2,No,High School,Male,64,1260,6.0
18,67,Low,9,68,Low,2,Low,High,Private,2,No,Postgraduate,Male,61,1206,9.0
26,65,Low,7,53,Low,3,High,Medium,Public,2,No,High School,Female,64,1690,7.0
17,99,Medium,6,59,Medium,0,Medium,Medium,Public,3,No,High School,Male,68,1683,9.0
25,76,Medium,8,53,High,1,High,High,Public,3,Yes,High School,Female,67,1900,12.0
13,69,High,4,94,Medium,3,Low,Low,Public,3,Yes,High School,Male,62,897,6.0
23,67,Medium,9,89,Medium,2,Low,High,Public,2,No,High School,Female,66,1541,9.0
29,87,Medium,10,93,High,1,Low,Medium,Public,4,No,High School,Male,72,2523,20.0
23,64,Medium,7,59,High,3,Medium,Medium,Public,2,No,High School,Female,65,1472,7.0
19,96,Medium,5,95,Low,2,Medium,Low,Private,3,No,High School,Female,68,1824,7.5
22,76,Medium,9,76,Medium,2,Low,High,Public,5,No,High School,Female,65,1672,22.5
16,73,High,8,58,Medium,1,Medium,Medium,Public,4,No,High School,Female,64,1168,16.0
21,78,Medium,8,83,Medium,2,Medium,Medium,Public,4,Yes,High School,Male,65,1638,16.0
19,76,High,8,66,Low,0,Low,High,Private,4,Yes,High School,Male,65,1444,16.0
27,95,High,7,52,High,3,Medium,High,Private,3,No,College,Female,73,2565,10.5
22,97,Medium,6,54,Medium,1,Low,High,Public,3,No,Postgraduate,Male,72,2134,9.0
22,72,Low,10,71,Medium,1,Medium,Medium,Private,1,No,College,Male,64,1584,5.0
18,95,Medium,7,91,Low,0,Low,Medium,Public,4,Yes,Postgraduate,Male,69,1710,14.0
17,91,Medium,6,66,High,1,High,Medium,Private,3,No,High School,Male,69,1547,9.0
17,97,Medium,9,88,Medium,0,Medium,Medium,Public,2,No,High School,Male,70,1649,9.0
17,83,High,7,70,Low,3,Low,Medium,Private,5,No,Postgraduate,Female,68,1411,17.5
32,93,Medium,8,93,High,1,Medium,High,Public,3,No,Postgraduate,Female,75,2976,12.0
25,60,Low,8,98,Medium,1,Medium,Medium,Public,5,No,Postgraduate,Female,67,1500,20.0
18,83,Medium,5,66,Medium,0,High,Medium,Private,4,No,Postgraduate,Male,69,1494,10.0
27,74,High,8,99,High,3,Medium,Medium,Public,4,No,High School,Male,71,1998,16.0
18,73,Medium,5,88,Medium,1,Medium,Medium,Public,5,No,College,Female,66,1314,12.5
8,86,Medium,6,50,High,1,Medium,Medium,Public,2,No,College,Male,65,688,6.0
14,94,High,7,74,Medium,1,High,Medium,Private,5,No,College,Male,70,1316,17.5
9,84,High,7,92,High,1,Low,High,Public,4,No,Postgraduate,Male,66,756,14.0
18,94,High,8,77,Medium,3,Medium,High,Public,4,No,Postgraduate,Male,74,1692,16.0
20,71,High,8,77,Medium,0,High,Medium,Private,4,No,High School,Male,66,1420,16.0
30,81,Medium,8,72,Low,0,Low,Medium,Public,2,No,High School,Male,68,2430,8.0
22,78,Medium,5,70,Medium,2,Low,Medium,Public,1,No,College,Male,68,1716,2.5
19,60,Medium,10,51,Medium,0,Medium,Medium,Public,3,Yes,College,Female,62,1140,15.0
25,82,Medium,7,81,Medium,2,Medium,Medium,Private,2,No,Postgraduate,Male,71,2050,7.0
7,86,Medium,9,88,Medium,2,Low,Medium,Public,2,No,College,Female,63,602,9.0
21,84,High,4,90,Medium,2,Medium,Low,Public,3,No,High School,Male,69,1764,6.0
25,89,Medium,7,81,High,3,Medium,Medium,Public,0,No,College,Male,71,2225,0.0
11,83,High,5,67,Medium,1,Medium,Medium,Public,2,No,Postgraduate,Male,66,913,5.0
27,63,Medium,6,51,Low,0,Low,Medium,Public,2,No,Postgraduate,Male,64,1701,6.0
22,65,Medium,7,95,Low,3,Low,Medium,Public,2,No,High School,Female,65,1430,7.0
24,71,Medium,9,80,Medium,2,Medium,High,Private,3,No,High School,Female,66,1704,13.5
34,63,Medium,10,60,Low,1,Medium,Medium,Public,4,No,High School,Female,67,2142,20.0
21,82,Low,6,54,High,3,Low,Medium,Public,2,No,College,Male,65,1722,6.0
17,73,High,5,90,High,1,Low,Medium,Private,4,No,High School,Male,67,1241,10.0
15,89,Low,9,82,Low,1,Medium,Medium,Public,3,No,College,Male,66,1335,13.5
25,86,Medium,7,81,Low,1,High,Low,Public,1,No,High School,Male,69,2150,3.5
15,73,Medium,7,96,Low,1,Low,Medium,Public,2,No,College,Male,64,1095,7.0
20,90,Medium,7,58,High,1,High,High,Private,4,No,High School,Male,70,1800,14.0
17,86,High,7,59,Low,3,Low,Medium,Public,3,No,Postgraduate,Male,68,1462,10.5
23,85,High,6,59,Low,1,Medium,Medium,Public,1,No,High School,Male,68,1955,3.0
22,82,High,7,71,Low,1,High,Medium,Private,3,No,High School,Female,69,1804,10.5
26,60,Medium,7,94,High,3,High,Medium,Public,2,No,High School,Female,68,1560,7.0
18,75,High,5,80,Medium,2,Low,High,Public,3,No,High School,Female,67,1350,7.5
14,98,High,7,83,Medium,3,Low,Medium,Public,3,No,College,Male,72,1372,10.5
17,93,High,6,95,Medium,1,Low,Medium,Public,4,No,High School,Male,69,1581,12.0
22,84,High,7,81,Medium,1,Medium,Low,Private,3,No,High School,Male,69,1848,10.5
25,70,Low,8,61,Low,3,Low,Medium,Public,4,No,College,Female,64,1750,16.0
14,68,Low,6,85,Medium,2,Medium,Medium,Public,3,No,High School,Female,63,952,9.0
25,74,High,9,88,Medium,3,Medium,High,Public,3,Yes,High School,Male,70,1850,13.5
28,79,High,4,82,Medium,0,Medium,Medium,Private,3,No,High School,Male,70,2212,6.0
22,72,High,9,64,Low,1,Medium,Medium,Public,2,No,College,Female,66,1584,9.0
31,81,Medium,9,70,Low,1,Low,Medium,Public,4,No,Postgraduate,Female,70,2511,18.0
15,67,Medium,6,74,High,0,High,Medium,Public,2,No,Postgraduate,Female,66,1005,6.0
13,99,Medium,6,57,Medium,1,Low,Medium,Public,5,No,College,Male,68,1287,15.0
9,64,Medium,5,73,Medium,1,Medium,Medium,Public,4,No,College,Male,61,576,10.0
29,97,Medium,8,58,Medium,1,High,Medium,Private,4,No,College,Female,72,2813,16.0
24,97,High,7,75,Low,1,Medium,Medium,Public,2,No,High School,Female,69,2328,7.0
20,81,Medium,6,53,Low,0,Medium,Low,Public,4,No,High School,Female,63,1620,12.0
22,89,Medium,5,97,Medium,2,Medium,Medium,Private,5,No,High School,Male,72,1958,12.5
13,77,Medium,10,62,Medium,1,High,Medium,Private,4,No,College,Male,65,1001,20.0
35,85,Medium,6,73,High,1,High,Medium,Public,5,No,High School,Female,74,2975,15.0
21,74,Medium,7,52,Low,1,High,Medium,Public,4,No,High School,Male,62,1554,14.0
21,72,High,7,60,Low,0,Low,Medium,Private,4,No,Postgraduate,Male,65,1512,14.0
24,83,Low,6,85,Low,1,Low,High,Public,4,No,High School,Female,68,1992,12.0
23,80,Medium,6,56,Medium,3,Medium,Medium,Public,2,Yes,High School,Male,66,1840,6.0
21,83,High,6,81,Low,3,High,Medium,Public,4,No,Postgraduate,Male,71,1743,12.0
15,71,Medium,8,50,Low,1,Medium,Medium,Public,2,Yes,Postgraduate,Female,62,1065,8.0
23,75,Low,6,73,Low,1,Low,Medium,Public,2,No,High School,Female,65,1725,6.0
31,63,Medium,9,86,Low,0,High,Medium,Public,3,No,Postgraduate,Male,68,1953,13.5
30,70,Low,8,75,Medium,1,Medium,Medium,Private,2,No,High School,Female,67,2100,8.0
